slug,model,missing_core_count,items_total,missing_core_items,empty_boards,reason
olmo-3-32b-think,Olmo 3 32B Think,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
olmo-3-7b-instruct,Olmo 3 7B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
olmo-3-7b-think,Olmo 3 7B Think,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
openchat-35,OpenChat 3.5,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
palm-2,PALM-2,8,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; Humanity's Last Exam; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_all; missing_at_least_four
phi-3-mini,Phi-3 Mini,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
phi-4,Phi-4,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
phi-4-mini,Phi-4 Mini,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
phi-4-multimodal,Phi-4 Multimodal,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
pixtral-large-2411,Pixtral Large,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
qwen-chat-14b,Qwen Chat 14B,8,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; Humanity's Last Exam; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_all; missing_at_least_four
qwen-chat-72b,Qwen Chat 72B,8,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; Humanity's Last Exam; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_all; missing_at_least_four
qwen-turbo,Qwen2.5 Turbo,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
qwen1.5-110b-chat,Qwen1.5 Chat 110B,8,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; Humanity's Last Exam; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_all; missing_at_least_four
qwen2-5-72b-instruct,Qwen2.5 72B,5,8,SciCode; AutomationBench-AA; τ³-Banking; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_all; missing_at_least_four
qwen2-5-coder-32b-instruct,Qwen2.5 Coder 32B,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
qwen2-5-coder-7b-instruct,Qwen2.5 Coder 7B ,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
qwen2-72b-instruct,Qwen2 72B,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
qwen2.5-32b-instruct,Qwen2.5 Instruct 32B,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
qwen3-0.6b-instruct-reasoning,Qwen3 0.6B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-1.7b-instruct-reasoning,Qwen3 1.7B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-235b-a22b-instruct-reasoning,Qwen3 235B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-30b-a3b-instruct-reasoning,Qwen3 30B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-4b-2507-instruct-reasoning,Qwen3 4B 2507,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-4b-instruct-reasoning,Qwen3 4B,6,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; GDP.pdf,coding; agentic-tool-work; hard-reasoning,board_missing_all; missing_at_least_four
qwen3-5-0-8b,Qwen3.5 0.8B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-5-27b,Qwen3.5 27B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-5-2b,Qwen3.5 2B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-5-35b-a3b,Qwen3.5 35B A3B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-5-4b,Qwen3.5 4B,3,8,SciCode; AutomationBench-AA; GDP.pdf,coding,board_missing_all
qwen3-5-9b,Qwen3.5 9B,3,8,SciCode; AutomationBench-AA; GDP.pdf,coding,board_missing_all
qwen3-5-omni-flash,Qwen3.5 Omni Flash,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-5-omni-plus,Qwen3.5 Omni Plus,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-6-plus,Qwen3.6 Plus,3,8,SciCode; AutomationBench-AA; GDP.pdf,coding,board_missing_all
qwen3-coder-30b-a3b-instruct,Qwen3 Coder 30B A3B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-coder-480b-a35b-instruct,Qwen3 Coder 480B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-max-preview,Qwen3 Max (Preview),4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-max-thinking,Qwen3 Max Thinking,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-max-thinking-preview,Qwen3 Max Thinking (Preview),4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-next-80b-a3b-instruct,Qwen3 Next 80B A3B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-omni-30b-a3b-instruct,Qwen3 Omni 30B A3B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-vl-235b-a22b-instruct,Qwen3 VL 235B A22B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-vl-30b-a3b-instruct,Qwen3 VL 30B A3B,5,8,SciCode; AutomationBench-AA; τ³-Banking; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_all; missing_at_least_four
qwen3-vl-32b-instruct,Qwen3 VL 32B,5,8,SciCode; AutomationBench-AA; τ³-Banking; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_all; missing_at_least_four
qwen3-vl-4b-instruct,Qwen3 VL 4B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-vl-8b-instruct,Qwen3 VL 8B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwq-32b,QwQ-32B,6,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; GDP.pdf,coding; agentic-tool-work; hard-reasoning,board_missing_all; missing_at_least_four
r1-1776,R1 1776,8,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; Humanity's Last Exam; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_all; missing_at_least_four
reka-flash,Reka Flash,8,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; Humanity's Last Exam; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_all; missing_at_least_four
reka-flash-3,Reka Flash 3,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
ring-1t,Ring-1T,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
ring-flash-2-0,Ring-flash-2.0,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
sarvam-m-reasoning,Sarvam M,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
seed-oss-36b-instruct,Seed-OSS-36B-Instruct,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
solar-mini,Solar Mini,8,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; Humanity's Last Exam; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_all; missing_at_least_four
solar-open-100b-reasoning,Solar Open 100B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
solar-pro-2-preview-reasoning,Solar Pro 2 (Preview),7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
solar-pro-2-reasoning,Solar Pro 2,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
sonar,Sonar,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
sonar-pro,Sonar Pro,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
sonar-reasoning,Sonar Reasoning,8,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; Humanity's Last Exam; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_all; missing_at_least_four
sonar-reasoning-pro,Sonar Reasoning Pro,8,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; Humanity's Last Exam; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_all; missing_at_least_four
step-3-5-flash,Step 3.5 Flash 2603,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
step-3-5-flash-0202,Step 3.5 Flash,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
step-3-vl-10b,Step3 VL 10B,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
tiny-aya-global,Tiny Aya Global,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
tri-21b-think-preview,Tri-21B-think Preview,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
tri-21b-think-v0-5,Tri-21B-Think,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
tulu3-405b,Tulu3 405B,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
devstral-medium,Devstral Medium,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
magistral-medium,Magistral Medium 1,4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
mistral-medium,Mistral Medium,7,8,SciCode; AutomationBench-AA; τ³-Banking; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_all; missing_at_least_four
nova-2-0-omni-reasoning-medium,Nova 2.0 Omni (medium),4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
nova-2-0-pro-reasoning-medium,Nova 2.0 Pro Preview (medium),4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
qwen3-235b-a22b-instruct-2507,Qwen3 235B 2507 (Non-reasoning),4,8,SciCode; AutomationBench-AA; τ³-Banking; GDP.pdf,coding; agentic-tool-work,board_missing_all; missing_at_least_four
