slug,model,missing_core_count,missing_core_items,empty_boards,reason
qwen3-5-4b,Qwen3.5 4B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-5-omni-flash,Qwen3.5 Omni Flash,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-5-omni-plus,Qwen3.5 Omni Plus,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-coder-30b-a3b-instruct,Qwen3 Coder 30B A3B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-coder-480b-a35b-instruct,Qwen3 Coder 480B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-max-preview,Qwen3 Max (Preview),4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-max-thinking,Qwen3 Max Thinking,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-max-thinking-preview,Qwen3 Max Thinking (Preview),4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-next-80b-a3b-instruct,Qwen3 Next 80B A3B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-omni-30b-a3b-instruct,Qwen3 Omni 30B A3B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-vl-235b-a22b-instruct,Qwen3 VL 235B A22B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-vl-30b-a3b-instruct,Qwen3 VL 30B A3B,5,SciCode; AutomationBench-AA; GDPval-AA v2; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
qwen3-vl-32b-instruct,Qwen3 VL 32B,5,SciCode; AutomationBench-AA; GDPval-AA v2; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
qwen3-vl-4b-instruct,Qwen3 VL 4B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-vl-8b-instruct,Qwen3 VL 8B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwq-32b,QwQ-32B,7,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; GDP.pdf,coding; agentic-tool-work,board_missing_both; missing_at_least_four
r1-1776,R1 1776,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
reka-flash,Reka Flash,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
reka-flash-3,Reka Flash 3,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
ring-1t,Ring-1T,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
ring-flash-2-0,Ring-flash-2.0,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
sarvam-m-reasoning,Sarvam M,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
seed-oss-36b-instruct,Seed-OSS-36B-Instruct,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
solar-mini,Solar Mini,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
solar-open-100b-reasoning,Solar Open 100B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
solar-pro-2-preview-reasoning,Solar Pro 2 (Preview),8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
solar-pro-2-reasoning,Solar Pro 2,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
sonar,Sonar,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
sonar-pro,Sonar Pro,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
sonar-reasoning,Sonar Reasoning,9,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_both; missing_at_least_four
sonar-reasoning-pro,Sonar Reasoning Pro,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
step-3-5-flash,Step 3.5 Flash 2603,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
step-3-5-flash-0202,Step 3.5 Flash,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
step-3-vl-10b,Step3 VL 10B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
tiny-aya-global,Tiny Aya Global,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
tri-21b-think-preview,Tri-21B-think Preview,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
tri-21b-think-v0-5,Tri-21B-Think,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
tulu3-405b,Tulu3 405B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
devstral-medium,Devstral Medium,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
magistral-medium,Magistral Medium 1,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
mistral-medium,Mistral Medium,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
nova-2-0-omni-reasoning-medium,Nova 2.0 Omni (medium),4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-235b-a22b-instruct-2507,Qwen3 235B 2507 (Non-reasoning),4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
